#class tools::histo::h1d
#title Layer total energy
#dimension 1
#axis fixed 5 0.5 5.5
#annotation axis_x.title 
#bin_number 7
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
1000,1.5875e+06,3.24804e+09,1.5875e+06,1.5875e+06
1000,5.11192e+06,3.47042e+10,1.02238e+07,2.04477e+07
1000,4.63496e+06,3.01176e+10,1.39049e+07,4.17146e+07
1000,2.52505e+06,1.00159e+10,1.01002e+07,4.04008e+07
1000,1.03793e+06,1.98403e+09,5.18964e+06,2.59482e+07
0,0,0,0,0
